No,PM_US_Post,year,month,day,hour,season,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
42168,35,2014,10,23,23,3,13,72.6,1020,18,SE,31,0,0
42169,36,2014,10,24,0,3,13,77.32,1019,17,SE,34,0,0
42170,43,2014,10,24,1,3,13,77.32,1019,17,SE,36,0,0
42171,37,2014,10,24,2,3,13,77.32,1019,17,SE,38,0,0
42172,33,2014,10,24,3,3,13,77.32,1018,17,SE,40,0,0
42173,37,2014,10,24,4,3,13,82.4,1018,16,SE,42,0,0
42174,30,2014,10,24,5,3,13,82.4,1019,16,SE,43,0,0
42175,25,2014,10,24,6,3,13,87.84,1019,15,SE,44,0,0
42176,33,2014,10,24,7,3,14,82.52,1019,17,SE,46,0,0
42177,36,2014,10,24,8,3,14,72.78,1020,19,SE,49,0,0
42178,39,2014,10,24,9,3,14,64.32,1020,21,SE,53,0,0
42179,38,2014,10,24,10,3,13,56.69,1020,22,SE,56,0,0
42180,28,2014,10,24,11,3,12,49.97,1019,23,SW,4,0,0
42181,24,2014,10,24,12,3,11,44.04,1019,24,SW,8,0,0
42182,19,2014,10,24,13,3,10,41.2,1018,24,SE,5,0,0
42183,17,2014,10,24,14,3,10,38.82,1017,25,SE,9,0,0
42184,22,2014,10,24,15,3,7,31.68,1017,25,SE,14,0,0
42185,20,2014,10,24,16,3,8,38.24,1017,23,SE,19,0,0
42186,25,2014,10,24,17,3,9,43.47,1017,22,SE,23,0,0
42187,29,2014,10,24,18,3,10,49.42,1018,21,SE,27,0,0
42188,32,2014,10,24,19,3,13,64.09,1018,20,SE,31,0,0
42189,30,2014,10,24,20,3,14,68.4,1019,20,SE,35,0,0
42190,26,2014,10,24,21,3,15,77.64,1019,19,SE,39,0,0
42191,30,2014,10,24,22,3,15,77.64,1019,19,SE,42,0,0
42192,32,2014,10,24,23,3,15,77.64,1019,19,SE,45,0,0
42193,22,2014,10,25,0,3,14,77.48,1019,18,SE,48,0,0
42194,24,2014,10,25,1,3,14,77.48,1019,18,SE,50,0,0
42195,25,2014,10,25,2,3,14,77.48,1018,18,SE,53,0,0
42196,28,2014,10,25,3,3,14,82.52,1018,17,SE,56,0,0
42197,25,2014,10,25,4,3,14,82.52,1018,17,SE,59,0,0
42198,29,2014,10,25,5,3,14,82.52,1018,17,SE,62,0,0
42199,29,2014,10,25,6,3,14,82.52,1018,17,SE,64,0,0
42200,30,2014,10,25,7,3,15,82.65,1019,18,SE,66,0,0
42201,28,2014,10,25,8,3,16,77.79,1019,20,SE,70,0,0
42202,34,2014,10,25,9,3,15,64.54,1019,22,SE,76,0,0
42203,30,2014,10,25,10,3,15,57.2,1019,24,SW,4,0,0
42204,24,2014,10,25,11,3,14,50.51,1018,25,SE,3,0,0
42206,20,2014,10,25,13,3,14,47.61,1017,26,SW,4,0,0
42207,26,2014,10,25,14,3,13,47.33,1017,25,SE,5,0,0
42208,26,2014,10,25,15,3,13,47.33,1017,25,SE,9,0,0
42209,27,2014,10,25,16,3,13,50.24,1017,24,SE,13,0,0
42210,26,2014,10,25,17,3,12,49.97,1017,23,SE,17,0,0
42211,35,2014,10,25,18,3,13,56.69,1017,22,SE,21,0,0
42212,31,2014,10,25,19,3,15,68.61,1018,21,SE,26,0,0
42213,31,2014,10,25,20,3,16,73.14,1018,21,SE,30,0,0
42214,32,2014,10,25,21,3,16,77.79,1018,20,SE,34,0,0
42215,28,2014,10,25,22,3,16,77.79,1018,20,SE,38,0,0
42216,29,2014,10,25,23,3,16,77.79,1018,20,SE,41,0,0
42217,27,2014,10,26,0,3,16,82.77,1018,19,SE,43,0,0
42218,37,2014,10,26,1,3,16,82.77,1017,19,SE,45,0,0
42219,33,2014,10,26,2,3,16,82.77,1017,19,SE,47,0,0
42220,38,2014,10,26,3,3,16,82.77,1017,19,SE,48,0,0
42221,46,2014,10,26,4,3,16,88.11,1017,18,SE,49,0,0
42222,47,2014,10,26,5,3,16,88.11,1017,18,SE,50,0,0
42223,48,2014,10,26,6,3,16,93.84,1017,17,SE,51,0,0
42224,59,2014,10,26,7,3,17,88.2,1018,19,SE,52,0,0
42225,61,2014,10,26,8,3,18,83.01,1018,21,SE,54,0,0
42226,63,2014,10,26,9,3,18,69.2,1019,24,SE,55,0,0
42227,61,2014,10,26,10,3,17,61.21,1019,25,SE,57,0,0
42228,52,2014,10,26,11,3,17,54.39,1018,27,cv,2,0,0
42230,58,2014,10,26,13,3,15,42.62,1017,29,cv,1,0,0
42231,62,2014,10,26,14,3,13,39.67,1017,28,NE,3,0,0
42232,62,2014,10,26,15,3,13,39.67,1017,28,NE,6,0,0
42233,55,2014,10,26,16,3,16,51.05,1017,27,NE,10,0,0
42234,54,2014,10,26,17,3,16,57.44,1017,25,SE,5,0,0
42235,71,2014,10,26,18,3,15,57.2,1018,24,NE,4,0,0
42236,58,2014,10,26,19,3,14,56.95,1019,23,NE,8,0,0
42237,58,2014,10,26,20,3,14,60.51,1020,22,NE,11,0,0
42238,51,2014,10,26,21,3,14,60.51,1020,22,NE,13,0,0
42239,59,2014,10,26,22,3,15,64.54,1021,22,NE,15,0,0
42240,62,2014,10,26,23,3,15,68.61,1021,21,NE,16,0,0
42241,55,2014,10,27,0,3,15,68.61,1021,21,cv,1,0,0
42242,58,2014,10,27,1,3,15,72.96,1021,20,cv,1,0,0
42243,63,2014,10,27,2,3,15,77.64,1021,19,cv,1,0,0
42244,57,2014,10,27,3,3,15,82.65,1021,18,NE,2,0,0
42245,51,2014,10,27,4,3,17,93.89,1022,18,NE,7,0,0
42246,70,2014,10,27,5,3,17,93.89,1022,18,NE,10,0,0
42248,53,2014,10,27,7,3,16,82.77,1023,19,NE,19,0,0
42249,54,2014,10,27,8,3,16,82.77,1024,19,NE,25,0,0
42250,51,2014,10,27,9,3,14,68.4,1025,20,NE,31,0,0
42251,53,2014,10,27,10,3,14,68.4,1025,20,NE,38,0,0
42252,45,2014,10,27,11,3,13,64.09,1025,20,NE,44,0,0
42254,43,2014,10,27,13,3,13,68.2,1024,19,NE,58,0,0
42255,30,2014,10,27,14,3,11,56.19,1024,20,NE,64,0,0
42256,32,2014,10,27,15,3,10,52.56,1024,20,NE,71,0,0
42257,27,2014,10,27,16,3,10,55.93,1025,19,NE,77,0,0
42258,33,2014,10,27,17,3,10,63.41,1025,17,NE,84,0,0
42259,29,2014,10,27,18,3,10,63.41,1026,17,NE,91,0,0
42260,27,2014,10,27,19,3,9,63.18,1026,16,NE,96,0,0
42261,32,2014,10,27,20,3,9,63.18,1026,16,NE,101,0,0
42262,17,2014,10,27,21,3,9,67.36,1026,15,NE,104,0,0
42263,20,2014,10,27,22,3,10,72.04,1026,15,NE,107,0,0
42264,19,2014,10,27,23,3,10,72.04,1026,15,NE,111,0,0
42265,17,2014,10,28,0,3,10,67.57,1025,16,NE,115,0,0
42266,14,2014,10,28,1,3,10,72.04,1025,15,NE,118,0,0
42267,19,2014,10,28,2,3,10,76.84,1025,14,NE,120,0,0
42268,21,2014,10,28,3,3,10,72.04,1025,15,NE,122,0,0
42269,17,2014,10,28,4,3,10,76.84,1025,14,NE,124,0,0
42270,27,2014,10,28,5,3,10,82.01,1025,13,NW,2,0,0
42271,26,2014,10,28,6,3,10,82.01,1025,13,cv,1,0,0
42272,20,2014,10,28,7,3,11,87.66,1026,13,NW,1,0,0
42273,25,2014,10,28,8,3,12,77.17,1026,16,NW,3,0,0
42274,19,2014,10,28,9,3,12,67.99,1026,18,NE,2,0,0
42275,16,2014,10,28,10,3,11,59.78,1025,19,NE,6,0,0
42276,18,2014,10,28,11,3,11,52.83,1025,21,NE,11,0,0
42277,14,2014,10,28,12,3,10,46.49,1024,22,SE,4,0,0
42278,18,2014,10,28,13,3,10,46.49,1023,22,NE,4,0,0
42279,16,2014,10,28,14,3,10,46.49,1023,22,SE,4,0,0
42280,23,2014,10,28,15,3,10,46.49,1023,22,SE,9,0,0
42281,23,2014,10,28,16,3,10,49.42,1023,21,NE,5,0,0
42282,22,2014,10,28,17,3,10,52.56,1023,20,NE,9,0,0
42283,24,2014,10,28,18,3,11,59.78,1024,19,NE,13,0,0
42284,27,2014,10,28,19,3,11,59.78,1024,19,NE,18,0,0
42285,18,2014,10,28,20,3,12,63.87,1024,19,NE,22,0,0
42286,21,2014,10,28,21,3,12,63.87,1024,19,NE,26,0,0
42287,19,2014,10,28,22,3,12,63.87,1023,19,NE,31,0,0
42288,20,2014,10,28,23,3,12,63.87,1023,19,SE,4,0,0
42289,19,2014,10,29,0,3,12,67.99,1023,18,SE,7,0,0
42290,16,2014,10,29,1,3,12,67.99,1023,18,SE,10,0,0
42291,19,2014,10,29,2,3,12,67.99,1022,18,SE,13,0,0
42292,23,2014,10,29,3,3,13,72.6,1021,18,SE,16,0,0
42293,22,2014,10,29,4,3,13,68.2,1021,19,SE,19,0,0
42294,22,2014,10,29,5,3,13,68.2,1021,19,NE,3,0,0
42295,27,2014,10,29,6,3,14,72.78,1022,19,NE,6,0,0
42296,29,2014,10,29,7,3,14,72.78,1023,19,NE,9,0,0
42297,36,2014,10,29,8,3,14,68.4,1024,20,NE,12,0,0
42298,27,2014,10,29,9,3,15,72.96,1024,20,SE,4,0.1,0.1
42299,26,2014,10,29,10,3,15,72.96,1023,20,NE,5,0.1,0.2
42300,28,2014,10,29,11,3,15,72.96,1022,20,SE,5,0.3,0.5
42301,25,2014,10,29,12,3,16,77.79,1022,20,SE,9,0.2,0.7
42302,25,2014,10,29,13,3,16,77.79,1021,20,SE,14,0,0
42303,20,2014,10,29,14,3,16,77.79,1021,20,SE,17,0,0
42304,21,2014,10,29,15,3,16,77.79,1021,20,SE,20,0,0
42305,22,2014,10,29,16,3,15,72.96,1021,20,NE,3,0,0
42306,27,2014,10,29,17,3,15,72.96,1020,20,SE,4,0.1,0.1
42307,32,2014,10,29,18,3,16,82.77,1020,19,NE,3,0,0
42308,36,2014,10,29,19,3,16,77.79,1021,20,NE,6,0.2,0.2
42309,38,2014,10,29,20,3,17,88.2,1021,19,SE,3,0.2,0.4
42310,38,2014,10,29,21,3,18,93.94,1021,19,SE,5,0.3,0.7
42311,37,2014,10,29,22,3,18,93.94,1020,19,SE,8,0.1,0.8
42312,36,2014,10,29,23,3,19,93.98,1020,20,NE,3,0,0
42313,24,2014,10,30,0,3,19,93.98,1019,20,SE,2,0.1,0.1
42314,34,2014,10,30,1,3,19,93.98,1019,20,SE,5,0,0
42315,23,2014,10,30,2,3,19,93.98,1018,20,SE,7,0,0
42316,36,2014,10,30,3,3,19,93.98,1018,20,SE,10,0,0
42317,36,2014,10,30,4,3,18,93.94,1018,19,SE,12,0.1,0.1
42318,35,2014,10,30,5,3,17,88.2,1018,19,SE,15,0.2,0.3
42319,43,2014,10,30,6,3,18,93.94,1018,19,SE,18,0.4,0.7
42320,38,2014,10,30,7,3,18,93.94,1018,19,SE,21,0.5,1.2
42321,40,2014,10,30,8,3,18,88.28,1019,20,SE,25,0.3,1.5
42322,34,2014,10,30,9,3,18,88.28,1019,20,SE,28,0.5,2
42323,41,2014,10,30,10,3,19,93.98,1019,20,SW,2,0.1,2.1
42324,43,2014,10,30,11,3,19,93.98,1018,20,SW,5,0.1,2.2
42325,44,2014,10,30,12,3,19,88.37,1018,21,SW,8,0,0
42326,40,2014,10,30,13,3,18,83.01,1016,21,SW,12,0.3,0.3
42327,46,2014,10,30,14,3,19,88.37,1016,21,SW,14,0.1,0.4
42328,39,2014,10,30,15,3,19,83.13,1016,22,cv,1,0,0
42329,54,2014,10,30,16,3,19,88.37,1016,21,NE,1,0,0
42330,60,2014,10,30,17,3,18,83.01,1016,21,SE,2,0,0
42331,59,2014,10,30,18,3,18,83.01,1017,21,cv,0,0,0
42332,66,2014,10,30,19,3,19,93.98,1017,20,cv,1,0.2,0.2
42333,61,2014,10,30,20,3,19,88.37,1017,21,cv,2,0.3,0.5
42334,65,2014,10,30,21,3,19,93.98,1017,20,SW,2,1.7,2.2
42335,63,2014,10,30,22,3,19,93.98,1017,20,SE,3,0.6,2.8
42336,57,2014,10,30,23,3,19,93.98,1018,20,NW,3,0.6,3.4
42337,60,2014,10,31,0,3,19,93.98,1016,20,SE,2,0.5,3.9
42338,64,2014,10,31,1,3,19,100,1016,19,SW,2,1.5,5.4
42339,68,2014,10,31,2,3,19,100,1016,19,NW,2,7.1,12.5
42340,63,2014,10,31,3,3,19,100,1015,19,SE,2,7.9,20.4
42341,51,2014,10,31,4,3,19,100,1015,19,NW,2,5.3,25.7
42342,41,2014,10,31,5,3,19,100,1016,19,SW,1,2.4,28.1
42343,38,2014,10,31,6,3,19,100,1015,19,SW,2,1.4,29.5
42344,29,2014,10,31,7,3,19,100,1016,19,NW,2,1.3,30.8
42345,24,2014,10,31,8,3,19,100,1016,19,SW,1,2.1,32.9
42346,21,2014,10,31,9,3,19,93.98,1016,20,SW,2,0.2,33.1
42347,20,2014,10,31,10,3,20,100,1016,20,NW,3,0,0
42348,29,2014,10,31,11,3,19,88.37,1016,21,NW,5,0,0
42349,32,2014,10,31,12,3,19,83.13,1015,22,SW,1,0,0
42350,43,2014,10,31,13,3,19,78.24,1013,23,NE,2,0,0
42351,47,2014,10,31,14,3,19,78.24,1013,23,NE,4,0,0
42352,46,2014,10,31,15,3,19,78.24,1013,23,NW,2,0,0
42353,95,2014,10,31,16,3,19,78.24,1014,23,NW,5,0,0
42354,89,2014,10,31,17,3,19,88.37,1014,21,NW,10,2.5,2.5
42355,62,2014,10,31,18,3,19,93.98,1014,20,NW,15,1.1,3.6
42356,42,2014,10,31,19,3,19,100,1015,19,NW,20,1.8,5.4
42357,73,2014,10,31,20,3,18,93.94,1016,19,NW,26,0.6,6
42358,82,2014,10,31,21,3,18,93.94,1016,19,NW,31,0.1,6.1
42359,75,2014,10,31,22,3,17,88.2,1016,19,NW,35,0,0
42360,67,2014,10,31,23,3,17,93.89,1016,18,NW,40,0,0
42361,70,2014,11,1,0,3,17,93.89,1016,18,NW,44,0,0
42362,71,2014,11,1,1,3,17,93.89,1016,18,NW,48,0,0
42363,64,2014,11,1,2,3,17,93.89,1016,18,NW,51,0,0
42364,70,2014,11,1,3,3,16,88.11,1016,18,NW,55,0,0
42365,78,2014,11,1,4,3,16,88.11,1015,18,NW,58,0,0
42366,79,2014,11,1,5,3,16,88.11,1016,18,NW,60,0,0
42367,70,2014,11,1,6,3,16,88.11,1016,18,NW,63,0,0
42368,75,2014,11,1,7,3,16,88.11,1017,18,NW,66,0,0
42369,74,2014,11,1,8,3,16,82.77,1017,19,NW,70,0,0
42370,72,2014,11,1,9,3,17,88.2,1017,19,NW,73,0,0
42371,69,2014,11,1,10,3,16,82.77,1017,19,NW,78,0,0
42372,71,2014,11,1,11,3,16,77.79,1017,20,NW,82,0,0
42373,71,2014,11,1,12,3,16,82.77,1016,19,NW,86,0,0
42374,80,2014,11,1,13,3,16,77.79,1015,20,NE,4,0,0
42375,90,2014,11,1,14,3,16,77.79,1015,20,NW,3,0,0
42376,91,2014,11,1,15,3,16,77.79,1015,20,NW,7,0,0
42377,95,2014,11,1,16,3,17,93.89,1015,18,NE,2,0,0
42378,109,2014,11,1,17,3,17,93.89,1016,18,NW,3,0,0
42379,59,2014,11,1,18,3,17,88.2,1016,19,NW,6,0,0
42380,30,2014,11,1,19,3,17,93.89,1017,18,NE,3,0,0
42381,27,2014,11,1,20,3,17,93.89,1017,18,NE,7,0,0
42382,38,2014,11,1,21,3,16,88.11,1018,18,NE,9,0,0
42383,34,2014,11,1,22,3,16,88.11,1017,18,NW,3,0,0
42384,34,2014,11,1,23,3,16,88.11,1017,18,NW,6,0,0
42385,36,2014,11,2,0,3,16,88.11,1017,18,NW,9,0,0
42386,55,2014,11,2,1,3,16,88.11,1018,18,NW,12,0,0
42387,60,2014,11,2,2,3,16,88.11,1017,18,NW,16,0.2,0.2
42388,63,2014,11,2,3,3,16,88.11,1017,18,NW,22,0,0
42389,57,2014,11,2,4,3,15,88.02,1017,17,NW,27,0,0
42390,52,2014,11,2,5,3,15,88.02,1018,17,NW,33,0,0
42391,66,2014,11,2,6,3,14,82.52,1019,17,NW,40,0,0
42392,31,2014,11,2,7,3,14,87.93,1020,16,NW,46,1.1,1.1
42393,43,2014,11,2,8,3,12,82.27,1021,15,NE,4,0,0
42394,38,2014,11,2,9,3,11,72.23,1021,16,NW,7,0,0
42395,40,2014,11,2,10,3,10,63.41,1022,17,NW,14,0,0
42396,53,2014,11,2,11,3,9,55.67,1021,18,NW,21,0,0
42397,46,2014,11,2,12,3,7,45.65,1021,19,NW,29,0,0
42398,33,2014,11,2,13,3,4,34.83,1020,20,NW,36,0,0
42399,42,2014,11,2,14,3,5,37.36,1020,20,NW,44,0,0
42400,66,2014,11,2,15,3,4,37.06,1021,19,NW,52,0,0
42401,71,2014,11,2,16,3,2,34.24,1021,18,NW,60,0,0
42402,75,2014,11,2,17,3,3,39.16,1021,17,NW,68,0,0
42403,85,2014,11,2,18,3,4,42.02,1022,17,NW,74,0,0
42404,82,2014,11,2,19,3,4,44.78,1022,16,NW,80,0,0
42405,79,2014,11,2,20,3,4,44.78,1023,16,NW,86,0,0
42406,103,2014,11,2,21,3,6,54.88,1022,15,NE,6,0,0
42407,76,2014,11,2,22,3,6,54.88,1023,15,NW,6,0,0
42408,51,2014,11,2,23,3,4,50.92,1024,14,NE,6,0,0
42409,33,2014,11,3,0,3,3,50.65,1024,13,NW,5,0,0
42410,31,2014,11,3,1,3,3,54.08,1024,12,NW,10,0,0
42411,34,2014,11,3,2,3,3,57.77,1024,11,NW,14,0,0
42412,35,2014,11,3,3,3,2,53.81,1024,11,NW,18,0,0
42413,29,2014,11,3,4,3,1,50.08,1023,11,NW,22,0,0
42414,29,2014,11,3,5,3,2,57.51,1024,10,NW,25,0,0
42415,37,2014,11,3,6,3,1,53.53,1024,10,NW,29,0,0
42416,46,2014,11,3,7,3,1,50.08,1024,11,NW,34,0,0
42417,40,2014,11,3,8,3,3,50.65,1025,13,NW,39,0,0
42418,36,2014,11,3,9,3,1,38.56,1025,15,NW,46,0,0
42419,31,2014,11,3,10,3,2,38.86,1025,16,NW,52,0,0
42420,24,2014,11,3,11,3,3,41.73,1024,16,NW,57,0,0
42421,26,2014,11,3,12,3,2,36.47,1024,17,NW,62,0,0
42422,25,2014,11,3,13,3,1,31.87,1023,18,NW,67,0,0
42423,32,2014,11,3,14,3,2,34.24,1022,18,NW,70,0,0
42424,36,2014,11,3,15,3,1,33.95,1022,17,NE,6,0,0
42426,47,2014,11,3,17,3,1,38.56,1022,15,NE,14,0,0
42427,49,2014,11,3,18,3,2,44.2,1022,14,NE,17,0,0
42428,54,2014,11,3,19,3,1,46.88,1023,12,NE,20,0,0
42429,33,2014,11,3,20,3,0,38.26,1023,14,NE,23,0,0
42430,35,2014,11,3,21,3,4,50.92,1023,14,NE,26,0,0
42431,39,2014,11,3,22,3,4,50.92,1023,14,NE,28,0,0
42432,35,2014,11,3,23,3,4,50.92,1023,14,NE,30,0,0
42433,38,2014,11,4,0,3,6,66.71,1023,12,SW,1,0,0
42434,37,2014,11,4,1,3,7,71.47,1023,12,SW,2,0,0
42435,36,2014,11,4,2,3,6,71.27,1022,11,cv,0,0,0
42436,39,2014,11,4,3,3,7,81.61,1022,10,cv,0,0,0
42437,41,2014,11,4,4,3,7,81.61,1022,10,cv,0,0,0
42439,40,2014,11,4,6,3,7,81.61,1022,10,cv,0,0,0
42440,54,2014,11,4,7,3,7,76.35,1023,11,cv,0,0,0
42441,38,2014,11,4,8,3,8,67.15,1023,14,NE,1,0,0
42442,32,2014,11,4,9,3,4,42.02,1023,17,SE,2,0,0
42443,32,2014,11,4,10,3,3,36.77,1023,18,SE,4,0,0
42444,35,2014,11,4,11,3,3,36.77,1022,18,SW,2,0,0
42445,31,2014,11,4,12,3,3,34.54,1021,19,SW,5,0,0
42446,38,2014,11,4,13,3,2,30.23,1020,20,SE,3,0,0
42447,38,2014,11,4,14,3,3,32.46,1020,20,SW,2,0,0
42448,42,2014,11,4,15,3,5,39.75,1019,19,SE,3,0,0
42449,39,2014,11,4,16,3,6,42.61,1019,19,SE,7,0,0
42450,33,2014,11,4,17,3,8,55.41,1020,17,SE,11,0,0
42451,36,2014,11,4,18,3,8,59.04,1020,16,SE,15,0,0
42452,39,2014,11,4,19,3,8,59.04,1020,16,SE,19,0,0
42453,44,2014,11,4,20,3,8,62.95,1021,15,SE,22,0,0
42454,43,2014,11,4,21,3,8,62.95,1021,15,SE,25,0,0
42455,42,2014,11,4,22,3,8,62.95,1021,15,SE,27,0,0
42456,30,2014,11,4,23,3,8,62.95,1021,15,SE,29,0,0
42457,28,2014,11,5,0,3,8,67.15,1021,14,SE,31,0,0
42458,38,2014,11,5,1,3,9,71.85,1020,14,SE,34,0,0
42459,34,2014,11,5,2,3,9,71.85,1020,14,SE,36,0,0
42460,34,2014,11,5,3,3,9,76.68,1020,13,SE,39,0,0
42461,35,2014,11,5,4,3,9,81.88,1019,12,SW,1,0,0
42462,35,2014,11,5,5,3,9,81.88,1019,12,NE,1,0,0
42463,38,2014,11,5,6,3,8,81.75,1020,11,cv,0,0,0
42464,41,2014,11,5,7,3,9,76.68,1020,13,cv,0,0,0
42465,41,2014,11,5,8,3,10,63.41,1021,17,SE,3,0,0
42466,41,2014,11,5,9,3,11,59.78,1021,19,SE,7,0,0
42467,33,2014,11,5,10,3,11,56.19,1020,20,SE,11,0,0
42468,25,2014,11,5,11,3,10,52.56,1019,20,SE,17,0,0
42469,29,2014,11,5,12,3,9,46.21,1019,21,SW,4,0,0
42470,30,2014,11,5,13,3,9,43.47,1017,22,SW,8,0,0
42471,31,2014,11,5,14,3,9,43.47,1016,22,SW,12,0,0
42472,34,2014,11,5,15,3,9,43.47,1016,22,SE,3,0,0
42473,38,2014,11,5,16,3,10,49.42,1017,21,SE,6,0,0
42474,39,2014,11,5,17,3,10,52.56,1017,20,SE,10,0,0
42475,32,2014,11,5,18,3,10,55.93,1017,19,SE,14,0,0
42476,34,2014,11,5,19,3,11,59.78,1018,19,SE,18,0,0
42477,44,2014,11,5,20,3,11,63.64,1019,18,SE,21,0,0
42478,41,2014,11,5,21,3,12,67.99,1019,18,NE,3,1.2,1.2
42479,41,2014,11,5,22,3,13,77.32,1019,17,NE,6,0,0
42480,39,2014,11,5,23,3,13,77.32,1019,17,SE,2,0,0
42481,36,2014,11,6,0,3,13,77.32,1019,17,NE,1,0,0
42482,42,2014,11,6,1,3,14,82.52,1019,17,NE,2,0,0
42483,48,2014,11,6,2,3,14,87.93,1019,16,NW,4,0,0
42484,83,2014,11,6,3,3,12,77.17,1019,16,NW,9,0,0
42485,216,2014,11,6,4,3,12,77.17,1019,16,NW,13,0,0
42486,185,2014,11,6,5,3,12,77.17,1020,16,NW,17,0,0
42487,161,2014,11,6,6,3,12,77.17,1021,16,NW,21,0,0
42488,143,2014,11,6,7,3,11,72.23,1022,16,NW,26,0,0
42490,152,2014,11,6,9,3,11,72.23,1023,16,NW,35,0,0
42491,145,2014,11,6,10,3,10,55.93,1023,19,NW,41,0,0
42492,113,2014,11,6,11,3,10,52.56,1023,20,NE,5,0,0
42493,124,2014,11,6,12,3,8,43.19,1022,21,NW,7,0,0
42494,133,2014,11,6,13,3,8,43.19,1022,21,NE,5,0,0
42495,119,2014,11,6,14,3,8,43.19,1022,21,NW,5,0,0
42496,142,2014,11,6,15,3,9,46.21,1022,21,NE,5,0,0
42497,137,2014,11,6,16,3,8,45.93,1022,20,NE,10,0,0
42498,138,2014,11,6,17,3,8,52.02,1022,18,NE,13,0,0
42499,131,2014,11,6,18,3,9,59.29,1023,17,NE,16,0,0
42500,146,2014,11,6,19,3,11,67.78,1023,17,NE,21,0,0
42501,115,2014,11,6,20,3,12,72.42,1024,17,NE,25,0,0
42502,133,2014,11,6,21,3,12,77.17,1024,16,NE,29,0,0
42503,135,2014,11,6,22,3,13,82.4,1024,16,NE,32,0,0
42504,122,2014,11,6,23,3,13,87.84,1025,15,NE,35,0,0
42505,116,2014,11,7,0,3,13,87.84,1025,15,NE,39,0,0
42506,95,2014,11,7,1,3,13,87.84,1024,15,NE,43,0,0
42507,75,2014,11,7,2,3,11,77.01,1024,15,NE,48,0,0
42508,55,2014,11,7,3,3,10,72.04,1024,15,NE,52,0,0
42509,49,2014,11,7,4,3,10,76.84,1025,14,NE,56,0,0
42510,37,2014,11,7,5,3,10,76.84,1026,14,NE,60,0,0
42511,37,2014,11,7,6,3,10,76.84,1026,14,NE,64,0,0
42512,42,2014,11,7,7,3,9,67.36,1026,15,NE,68,0,0
42513,34,2014,11,7,8,3,9,63.18,1027,16,NE,73,0,0
42514,31,2014,11,7,9,3,8,55.41,1027,17,NE,80,0,0
42515,33,2014,11,7,10,3,8,52.02,1027,18,NE,85,0,0
42516,27,2014,11,7,11,3,8,48.87,1026,19,NE,90,0,0
42517,34,2014,11,7,12,3,7,45.65,1026,19,NE,95,0,0
42518,34,2014,11,7,13,3,7,45.65,1025,19,NE,100,0,0
42519,30,2014,11,7,14,3,8,48.87,1025,19,NE,104,0,0
42520,31,2014,11,7,15,3,7,48.59,1026,18,NE,108,0,0
42521,35,2014,11,7,16,3,8,55.41,1025,17,NE,113,0,0
42522,37,2014,11,7,17,3,8,55.41,1025,17,NE,119,0,0
42523,33,2014,11,7,18,3,8,59.04,1025,16,NE,124,0,0
42524,35,2014,11,7,19,3,8,59.04,1025,16,NE,129,0,0
42525,24,2014,11,7,20,3,8,62.95,1026,15,NE,134,0,0
42526,32,2014,11,7,21,3,8,62.95,1026,15,NE,140,0,0
42527,26,2014,11,7,22,3,8,62.95,1026,15,NE,146,0,0
42528,29,2014,11,7,23,3,8,62.95,1026,15,NE,151,0,0
42529,21,2014,11,8,0,3,9,67.36,1026,15,NE,156,0,0
42530,20,2014,11,8,1,3,9,71.85,1026,14,NE,161,0,0
42531,26,2014,11,8,2,3,9,71.85,1025,14,NE,166,0,0
42532,27,2014,11,8,3,3,9,67.36,1025,15,NE,170,0,0
42533,26,2014,11,8,4,3,9,71.85,1025,14,NE,175,0,0
42534,28,2014,11,8,5,3,10,76.84,1024,14,NE,181,0,0
42535,30,2014,11,8,6,3,10,76.84,1024,14,NE,186,0.6,0.6
42536,30,2014,11,8,7,3,11,87.66,1025,13,NE,190,0.9,1.5
42537,34,2014,11,8,8,3,11,87.66,1025,13,NE,194,0.5,2
42538,35,2014,11,8,9,3,12,87.75,1025,14,NE,198,0.2,2.2
42539,37,2014,11,8,10,3,12,87.75,1025,14,NE,202,0.2,2.4
42540,42,2014,11,8,11,3,12,87.75,1024,14,NE,206,0,0
42541,38,2014,11,8,12,3,12,87.75,1024,14,NE,211,0,0
42542,32,2014,11,8,13,3,12,87.75,1023,14,NE,215,0,0
42543,25,2014,11,8,14,3,11,82.14,1023,14,NE,220,0,0
42544,18,2014,11,8,15,3,10,72.04,1023,15,NE,225,0,0
42545,20,2014,11,8,16,3,10,76.84,1023,14,NE,232,0.2,0.2
42546,23,2014,11,8,17,3,10,76.84,1024,14,NE,238,0.1,0.3
42547,26,2014,11,8,18,3,11,87.66,1024,13,NE,243,0.1,0.4
42548,36,2014,11,8,19,3,12,93.65,1025,13,NE,248,0,0
42549,25,2014,11,8,20,3,11,87.66,1025,13,NE,253,0,0
42550,27,2014,11,8,21,3,11,87.66,1026,13,NE,257,0,0
42551,26,2014,11,8,22,3,11,87.66,1026,13,NE,261,0,0
42552,34,2014,11,8,23,3,11,87.66,1026,13,NE,264,0,0
42553,26,2014,11,9,0,3,11,87.66,1025,13,NE,267,0,0
42554,24,2014,11,9,1,3,11,87.66,1025,13,NW,4,0,0
42555,28,2014,11,9,2,3,11,87.66,1026,13,NW,8,0,0
42556,30,2014,11,9,3,3,11,87.66,1025,13,NE,3,0,0
